rebalance_date,n_universe,n_liquid,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2020-01-02,78,78,0.4261701082454506,0.4251701082454506,0.33800303081326827,0.08716707743218233,1.0,1.0,1.4251701082454507,1.3380030308132682,1.0871670774321824
2020-06-25,82,82,1.6634233930364482,1.6624233930364483,0.0669401657773749,1.5954832272590733,1.0,1.0,3.794406235248975,1.4275691755065385,2.821723914703496
2020-12-16,88,88,5.6755637733435735,5.674563773343573,0.15959897778651472,5.514964795557058,1.0,1.0,25.32600639914178,1.6554077566369199,18.383431967074724
2021-06-09,93,93,3.2080027707313947,3.207002770731395,0.0560580991645871,3.150944671566808,1.0,1.0,106.54657909275049,1.748206768816299,76.30860896883976
2021-12-03,101,101,2.482978597096314,2.481978597096314,2.1833837381773344,0.2985948589189795,1.0,1.0,370.99290799478683,5.565212998821349,99.09396729819404
2022-05-26,104,104,1.790323097537924,1.7893230975379242,-0.10130361029253081,1.890626707830455,1.0,1.0,1034.819087292621,5.001436829993825,286.4436684570374
2022-11-16,95,95,2.8289025460051542,2.8279025460051543,0.8084088761606367,2.0194936698445174,1.0,1.0,3961.1866189021534,9.04464275691755,864.9148436730661
2023-05-12,105,105,1.9616176509406564,1.9606176509406565,-0.41310245711406385,2.3737201080547203,1.0,1.0,11727.559022591655,5.30827861031599,2917.980599854828
2023-11-03,108,108,6.744768603510463,6.743768603510462,1.0905690142274698,5.653199589282993,1.0,1.0,90815.5033549611,11.097322781613062,19413.907328489884
2024-04-26,110,110,1.9311368151618438,1.9301368151618439,0.0215434880462876,1.9085933271155562,1.0,1.0,266101.84976782545,11.336397822304539,56467.16130888547
2024-10-21,108,108,4.573790915169415,4.572790915169414,0.08070775114045586,4.4920831640289585,1.0,1.0,1482929.970895914,12.2513329965763,310122.3459450373
2025-04-11,110,110,1.2611756115628037,1.2601756115628038,-0.1149696264465234,1.3751452380093272,1.0,1.0,3351682.153874483,10.842801818487956,736585.6131716366
